 TTY,NAME,RXCUI,TTY,PARENT NDC FROM CDC,PARENT RXCUI,STRING MATCH
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,1860157,SCD,93573101,1860157,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,93573101,1860157,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,93573101,1860157,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,93573101,1860157,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,93573101,1860157,
SBDG,Oxycontin Pill,1177024,SBDG,93573101,1860157,
BN,Oxycontin,218986,BN,115155701,1860154,
BPCK,,,,115155701,1860154,
GPCK,,,,115155701,1860154,
MIN,,,,115155701,1860154,
PIN,Oxycodone Hydrochloride,82063,PIN,115155701,1860154,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin],1049545,SBD,115155701,1860154,OXYCODONE
SBDC,Oxycodone Hydrochloride 15 MG [Oxycontin],1049544,SBDC,115155701,1860154,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,115155701,1860154,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet,1860154,SCD,115155701,1860154,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,115155701,1860154,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,115155701,1860154,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,115155701,1860154,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,115155701,1860154,
SBDG,Oxycontin Pill,1177024,SBDG,115155701,1860154,
BN,Oxycontin,218986,BN,115155801,1860129,
BPCK,,,,115155801,1860129,
GPCK,,,,115155801,1860129,
MIN,,,,115155801,1860129,
PIN,Oxycodone Hydrochloride,82063,PIN,115155801,1860129,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin],1049565,SBD,115155801,1860129,OXYCODONE
SBDC,Oxycodone Hydrochloride 20 MG [Oxycontin],1049564,SBDC,115155801,1860129,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,115155801,1860129,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,1860129,SCD,115155801,1860129,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,115155801,1860129,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,115155801,1860129,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,115155801,1860129,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,115155801,1860129,
SBDG,Oxycontin Pill,1177024,SBDG,115155801,1860129,
BN,Oxycontin,218986,BN,115155901,1860151,
BPCK,,,,115155901,1860151,
GPCK,,,,115155901,1860151,
MIN,,,,115155901,1860151,
PIN,Oxycodone Hydrochloride,82063,PIN,115155901,1860151,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin],1049576,SBD,115155901,1860151,OXYCODONE
SBDC,Oxycodone Hydrochloride 30 MG [Oxycontin],1049575,SBDC,115155901,1860151,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,115155901,1860151,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet,1860151,SCD,115155901,1860151,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,115155901,1860151,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,115155901,1860151,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,115155901,1860151,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,115155901,1860151,
SBDG,Oxycontin Pill,1177024,SBDG,115155901,1860151,
BN,Oxycontin,218986,BN,781576701,1860137,
BPCK,,,,781576701,1860137,
GPCK,,,,781576701,1860137,
MIN,,,,781576701,1860137,
PIN,Oxycodone Hydrochloride,82063,PIN,781576701,1860137,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin],1049586,SBD,781576701,1860137,OXYCODONE
SBDC,Oxycodone Hydrochloride 40 MG [Oxycontin],1049585,SBDC,781576701,1860137,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,781576701,1860137,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,1860137,SCD,781576701,1860137,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,781576701,1860137,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,781576701,1860137,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,781576701,1860137,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,781576701,1860137,
SBDG,Oxycontin Pill,1177024,SBDG,781576701,1860137,
BN,Oxycontin,218986,BN,115156101,1860127,
BPCK,,,,115156101,1860127,
GPCK,,,,115156101,1860127,
MIN,,,,115156101,1860127,
PIN,Oxycodone Hydrochloride,82063,PIN,115156101,1860127,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin],1049595,SBD,115156101,1860127,OXYCODONE
SBDC,Oxycodone Hydrochloride 60 MG [Oxycontin],1049594,SBDC,115156101,1860127,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,115156101,1860127,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet,1860127,SCD,115156101,1860127,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,115156101,1860127,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,115156101,1860127,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,115156101,1860127,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,115156101,1860127,
SBDG,Oxycontin Pill,1177024,SBDG,115156101,1860127,
BN,Oxycontin,218986,BN,49884019701,1860148,
BPCK,,,,49884019701,1860148,
GPCK,,,,49884019701,1860148,
MIN,,,,49884019701,1860148,
PIN,Oxycodone Hydrochloride,82063,PIN,49884019701,1860148,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin],1049601,SBD,49884019701,1860148,OXYCODONE
SBDC,Oxycodone Hydrochloride 80 MG [Oxycontin],1049600,SBDC,49884019701,1860148,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,49884019701,1860148,OXYCODONE
SCD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet,1860148,SCD,49884019701,1860148,OXYCODONE
SCDF,Oxycodone Extended Release Oral Tablet,385094,SCDF,49884019701,1860148,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,49884019701,1860148,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,49884019701,1860148,OXYCODONE
SBDG,Oxycontin Oral Product,1177023,SBDG,49884019701,1860148,
SBDG,Oxycontin Pill,1177024,SBDG,49884019701,1860148,
BN,,,,378912698,1603498,
BPCK,,,,378912698,1603498,
GPCK,,,,378912698,1603498,
MIN,,,,378912698,1603498,
PIN,,,,378912698,1603498,
SBD,,,,378912698,1603498,
SBDC,,,,378912698,1603498,
SBDF,,,,378912698,1603498,
SCD,72 HR Fentanyl 0.0625 MG/HR Transdermal System,1603498,SCD,378912698,1603498,FENTANYL
SCDF,Fentanyl Transdermal System,1806273,SCDF,378912698,1603498,FENTANYL
SCDG,Fentanyl Topical Product,1159060,SCDG,378912698,1603498,FENTANYL
SCDG,Fentanyl Transdermal Product,1294794,SCDG,378912698,1603498,FENTANYL
SBDG,,,,378912698,1603498,
BN,,,,378912798,1603501,
BPCK,,,,378912798,1603501,
GPCK,,,,378912798,1603501,
MIN,,,,378912798,1603501,
PIN,,,,378912798,1603501,
SBD,,,,378912798,1603501,
SBDC,,,,378912798,1603501,
SBDF,,,,378912798,1603501,
SCD,72 HR Fentanyl 0.0875 MG/HR Transdermal System,1603501,SCD,378912798,1603501,FENTANYL
SCDF,Fentanyl Transdermal System,1806273,SCDF,378912798,1603501,FENTANYL
SCDG,Fentanyl Topical Product,1159060,SCDG,378912798,1603501,FENTANYL
SCDG,Fentanyl Transdermal Product,1294794,SCDG,378912798,1603501,FENTANYL
SBDG,,,,378912798,1603501,
BN,,,,378912598,1603495,
BPCK,,,,378912598,1603495,
GPCK,,,,378912598,1603495,
MIN,,,,378912598,1603495,
PIN,,,,378912598,1603495,
SBD,,,,378912598,1603495,
SBDC,,,,378912598,1603495,
SBDF,,,,378912598,1603495,
SCD,72 HR Fentanyl 0.0375 MG/HR Transdermal System,1603495,SCD,378912598,1603495,FENTANYL
SCDF,Fentanyl Transdermal System,1806273,SCDF,378912598,1603495,FENTANYL
SCDG,Fentanyl Topical Product,1159060,SCDG,378912598,1603495,FENTANYL
SCDG,Fentanyl Transdermal Product,1294794,SCDG,378912598,1603495,FENTANYL
SBDG,,,,378912598,1603495,
BN,Oxyfast,218987,BN,68094080158,1049615,
BPCK,,,,68094080158,1049615,
GPCK,,,,68094080158,1049615,
MIN,,,,68094080158,1049615,
PIN,Oxycodone Hydrochloride,82063,PIN,68094080158,1049615,OXYCODONE
SBD,Oxycodone Hydrochloride 20 MG/ML Oral Solution [Oxyfast],1050409,SBD,68094080158,1049615,OXYCODONE
SBDC,Oxycodone Hydrochloride 20 MG/ML [Oxyfast],1050408,SBDC,68094080158,1049615,OXYCODONE
SBDF,Oxycodone Oral Solution [Oxyfast],364080,SBDF,68094080158,1049615,OXYCODONE
SCD,Oxycodone Hydrochloride 20 MG/ML Oral Solution,1049615,SCD,68094080158,1049615,OXYCODONE
SCDF,Oxycodone Oral Solution,373196,SCDF,68094080158,1049615,OXYCODONE
SCDG,Oxycodone Oral Liquid Product,1161681,SCDG,68094080158,1049615,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,68094080158,1049615,OXYCODONE
SBDG,Oxyfast Oral Liquid Product,1177027,SBDG,68094080158,1049615,
SBDG,Oxyfast Oral Product,1177028,SBDG,68094080158,1049615,
,,,,16590023045,,
BN,,,,121050404,993755,
BPCK,,,,121050404,993755,
GPCK,,,,121050404,993755,
MIN,Acetaminophen / Codeine,817579,MIN,121050404,993755,CODEINE
PIN,Codeine Phosphate,2672,PIN,121050404,993755,CODEINE
SBD,,,,121050404,993755,
SBDC,,,,121050404,993755,
SBDF,,,,121050404,993755,
SCD,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution,993755,SCD,121050404,993755,CODEINE
SCDF,Acetaminophen / Codeine Oral Solution,370751,SCDF,121050404,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Liquid Product,1155597,SCDG,121050404,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Product,1155598,SCDG,121050404,993755,CODEINE
SBDG,,,,121050404,993755,
,,,,55887029570,,
BN,,,,53489015910,993770,
BPCK,,,,53489015910,993770,
GPCK,,,,53489015910,993770,
MIN,Acetaminophen / Codeine,817579,MIN,53489015910,993770,CODEINE
PIN,Codeine Phosphate,2672,PIN,53489015910,993770,CODEINE
SBD,,,,53489015910,993770,
SBDC,,,,53489015910,993770,
SBDF,,,,53489015910,993770,
SCD,Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,993770,SCD,53489015910,993770,CODEINE
SCDF,Acetaminophen / Codeine Oral Tablet,370754,SCDF,53489015910,993770,CODEINE
SCDG,Acetaminophen / Codeine Oral Product,1155598,SCDG,53489015910,993770,CODEINE
SCDG,Acetaminophen / Codeine Pill,1155599,SCDG,53489015910,993770,CODEINE
SBDG,,,,53489015910,993770,
BN,Tylenol with Codeine,220586,BN,43063055424,993781,CODEINE
BPCK,,,,43063055424,993781,
GPCK,,,,43063055424,993781,
MIN,Acetaminophen / Codeine,817579,MIN,43063055424,993781,CODEINE
PIN,Codeine Phosphate,2672,PIN,43063055424,993781,CODEINE
SBD,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine],993837,SBD,43063055424,993781,CODEINE
SBDC,Acetaminophen 300 MG / Codeine Phosphate 30 MG [Tylenol with Codeine],993836,SBDC,43063055424,993781,CODEINE
SBDF,Acetaminophen / Codeine Oral Tablet [Tylenol with Codeine],369248,SBDF,43063055424,993781,CODEINE
SCD,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet,993781,SCD,43063055424,993781,CODEINE
SCDF,Acetaminophen / Codeine Oral Tablet,370754,SCDF,43063055424,993781,CODEINE
SCDG,Acetaminophen / Codeine Oral Product,1155598,SCDG,43063055424,993781,CODEINE
SCDG,Acetaminophen / Codeine Pill,1155599,SCDG,43063055424,993781,CODEINE
SBDG,Tylenol with Codeine Pill,1187503,SBDG,43063055424,993781,CODEINE
SBDG,Tylenol with Codeine Oral Product,1187505,SBDG,43063055424,993781,CODEINE
BN,Xodol,540447,BN,55289073706,856999,
BN,Norco,218772,BN,55289073706,856999,
BN,Lorcet,491666,BN,55289073706,856999,
BN,Lortab,144254,BN,55289073706,856999,
BPCK,,,,55289073706,856999,
GPCK,,,,55289073706,856999,
MIN,Acetaminophen / Hydrocodone,214182,MIN,55289073706,856999,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,55289073706,856999,HYDROCODONE
SBD,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol],1147395,SBD,55289073706,856999,HYDROCODONE
SBD,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Norco],857001,SBD,55289073706,856999,HYDROCODONE
SBD,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lorcet],1492671,SBD,55289073706,856999,HYDROCODONE
SBD,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lortab],1495472,SBD,55289073706,856999,HYDROCODONE
SBDC,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Xodol],1147393,SBDC,55289073706,856999,HYDROCODONE
SBDC,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Norco],857000,SBDC,55289073706,856999,HYDROCODONE
SBDC,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Lorcet],1492670,SBDC,55289073706,856999,HYDROCODONE
SBDC,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Lortab],1495471,SBDC,55289073706,856999,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Xodol],1147394,SBDF,55289073706,856999,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Norco],829847,SBDF,55289073706,856999,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Lorcet],367843,SBDF,55289073706,856999,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Lortab],368362,SBDF,55289073706,856999,HYDROCODONE
SCD,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet,856999,SCD,55289073706,856999,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Tablet,370641,SCDF,55289073706,856999,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,55289073706,856999,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Pill,1151550,SCDG,55289073706,856999,HYDROCODONE
SBDG,Xodol Pill,1186433,SBDG,55289073706,856999,
SBDG,Xodol Oral Product,1186434,SBDG,55289073706,856999,
SBDG,Norco Oral Product,1185115,SBDG,55289073706,856999,
SBDG,Norco Pill,1185116,SBDG,55289073706,856999,
SBDG,Lorcet Pill,1180293,SBDG,55289073706,856999,
SBDG,Lorcet Oral Product,1180294,SBDG,55289073706,856999,
SBDG,Lortab Oral Product,1180308,SBDG,55289073706,856999,
SBDG,Lortab Pill,1180309,SBDG,55289073706,856999,
,,,,54300550,,
BN,Endocet,216903,BN,43063027924,1049221,
BN,Percocet,42844,BN,43063027924,1049221,
BN,Roxicet,219739,BN,43063027924,1049221,
BPCK,,,,43063027924,1049221,
GPCK,,,,43063027924,1049221,
MIN,Acetaminophen / Oxycodone,214183,MIN,43063027924,1049221,
PIN,Oxycodone Hydrochloride,82063,PIN,43063027924,1049221,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Endocet],1049223,SBD,43063027924,1049221,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Percocet],1049640,SBD,43063027924,1049221,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet],1050490,SBD,43063027924,1049221,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Endocet],1049222,SBDC,43063027924,1049221,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Percocet],1049639,SBDC,43063027924,1049221,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Roxicet],1050489,SBDC,43063027924,1049221,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Percocet],825195,SBDF,43063027924,1049221,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Endocet],825231,SBDF,43063027924,1049221,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Roxicet],825243,SBDF,43063027924,1049221,
SCD,Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,1049221,SCD,43063027924,1049221,
SCDF,Acetaminophen / Oxycodone Oral Tablet,373200,SCDF,43063027924,1049221,
SCDG,Acetaminophen / Oxycodone Oral Product,1151900,SCDG,43063027924,1049221,
SCDG,Acetaminophen / Oxycodone Pill,1151901,SCDG,43063027924,1049221,
SBDG,Endocet Pill,1176580,SBDG,43063027924,1049221,
SBDG,Endocet Oral Product,1176583,SBDG,43063027924,1049221,
SBDG,Roxicet Pill,1182575,SBDG,43063027924,1049221,
SBDG,Roxicet Oral Product,1182577,SBDG,43063027924,1049221,
SBDG,Percocet Oral Product,1185228,SBDG,43063027924,1049221,
SBDG,Percocet Pill,1185784,SBDG,43063027924,1049221,
BN,Endocet,216903,BN,54868502401,1049214,
BN,Percocet,42844,BN,54868502401,1049214,
BPCK,,,,54868502401,1049214,
GPCK,,,,54868502401,1049214,
MIN,Acetaminophen / Oxycodone,214183,MIN,54868502401,1049214,
PIN,Oxycodone Hydrochloride,82063,PIN,54868502401,1049214,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet],1049216,SBD,54868502401,1049214,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet],1049625,SBD,54868502401,1049214,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Endocet],1049215,SBDC,54868502401,1049214,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Percocet],1049624,SBDC,54868502401,1049214,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Percocet],825195,SBDF,54868502401,1049214,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Endocet],825231,SBDF,54868502401,1049214,
SCD,Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet,1049214,SCD,54868502401,1049214,
SCDF,Acetaminophen / Oxycodone Oral Tablet,373200,SCDF,54868502401,1049214,
SCDG,Acetaminophen / Oxycodone Oral Product,1151900,SCDG,54868502401,1049214,
SCDG,Acetaminophen / Oxycodone Pill,1151901,SCDG,54868502401,1049214,
SBDG,Endocet Pill,1176580,SBDG,54868502401,1049214,
SBDG,Endocet Oral Product,1176583,SBDG,54868502401,1049214,
SBDG,Percocet Oral Product,1185228,SBDG,54868502401,1049214,
SBDG,Percocet Pill,1185784,SBDG,54868502401,1049214,
,,,,49999060930,,
,,,,50272094503,,
BN,Percocet,42844,BN,68308084001,1049635,
BN,Endocet,216903,BN,68308084001,1049635,
BPCK,,,,68308084001,1049635,
GPCK,,,,68308084001,1049635,
MIN,Acetaminophen / Oxycodone,214183,MIN,68308084001,1049635,
PIN,Oxycodone Hydrochloride,82063,PIN,68308084001,1049635,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Percocet],1049637,SBD,68308084001,1049635,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Endocet],1487288,SBD,68308084001,1049635,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Percocet],1049636,SBDC,68308084001,1049635,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Endocet],1487287,SBDC,68308084001,1049635,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Percocet],825195,SBDF,68308084001,1049635,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Endocet],825231,SBDF,68308084001,1049635,
SCD,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet,1049635,SCD,68308084001,1049635,
SCDF,Acetaminophen / Oxycodone Oral Tablet,373200,SCDF,68308084001,1049635,
SCDG,Acetaminophen / Oxycodone Oral Product,1151900,SCDG,68308084001,1049635,
SCDG,Acetaminophen / Oxycodone Pill,1151901,SCDG,68308084001,1049635,
SBDG,Percocet Oral Product,1185228,SBDG,68308084001,1049635,
SBDG,Percocet Pill,1185784,SBDG,68308084001,1049635,
SBDG,Endocet Pill,1176580,SBDG,68308084001,1049635,
SBDG,Endocet Oral Product,1176583,SBDG,68308084001,1049635,
BN,Roxicet,219739,BN,406855350,1049580,
BPCK,,,,406855350,1049580,
GPCK,,,,406855350,1049580,
MIN,Acetaminophen / Oxycodone,214183,MIN,406855350,1049580,
PIN,Oxycodone Hydrochloride,82063,PIN,406855350,1049580,
SBD,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicet],1049582,SBD,406855350,1049580,
SBDC,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML [Roxicet],1049581,SBDC,406855350,1049580,
SBDF,Acetaminophen / Oxycodone Oral Solution [Roxicet],364708,SBDF,406855350,1049580,
SCD,Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution,1049580,SCD,406855350,1049580,
SCDF,Acetaminophen / Oxycodone Oral Solution,373199,SCDF,406855350,1049580,
SCDG,Acetaminophen / Oxycodone Oral Liquid Product,1151899,SCDG,406855350,1049580,
SCDG,Acetaminophen / Oxycodone Oral Product,1151900,SCDG,406855350,1049580,
SBDG,Roxicet Oral Liquid Product,1182576,SBDG,406855350,1049580,
SBDG,Roxicet Oral Product,1182577,SBDG,406855350,1049580,
BN,Endocet,216903,BN,21695023330,1049225,
BN,Percocet,42844,BN,21695023330,1049225,
BPCK,,,,21695023330,1049225,
GPCK,,,,21695023330,1049225,
MIN,Acetaminophen / Oxycodone,214183,MIN,21695023330,1049225,
PIN,Oxycodone Hydrochloride,82063,PIN,21695023330,1049225,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Endocet],1049227,SBD,21695023330,1049225,
SBD,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet],1049642,SBD,21695023330,1049225,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Endocet],1049226,SBDC,21695023330,1049225,
SBDC,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Percocet],1049641,SBDC,21695023330,1049225,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Percocet],825195,SBDF,21695023330,1049225,
SBDF,Acetaminophen / Oxycodone Oral Tablet [Endocet],825231,SBDF,21695023330,1049225,
SCD,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,1049225,SCD,21695023330,1049225,
SCDF,Acetaminophen / Oxycodone Oral Tablet,373200,SCDF,21695023330,1049225,
SCDG,Acetaminophen / Oxycodone Oral Product,1151900,SCDG,21695023330,1049225,
SCDG,Acetaminophen / Oxycodone Pill,1151901,SCDG,21695023330,1049225,
SBDG,Endocet Pill,1176580,SBDG,21695023330,1049225,
SBDG,Endocet Oral Product,1176583,SBDG,21695023330,1049225,
SBDG,Percocet Oral Product,1185228,SBDG,21695023330,1049225,
SBDG,Percocet Pill,1185784,SBDG,21695023330,1049225,
BN,Lortab,144254,BN,121465505,857099,
BPCK,,,,121465505,857099,
GPCK,,,,121465505,857099,
MIN,Acetaminophen / Hydrocodone,214182,MIN,121465505,857099,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,121465505,857099,HYDROCODONE
SBD,Acetaminophen 33.3 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Lortab],857105,SBD,121465505,857099,HYDROCODONE
SBDC,Acetaminophen 33.3 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML [Lortab],857103,SBDC,121465505,857099,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Solution [Lortab],857104,SBDF,121465505,857099,HYDROCODONE
SCD,Acetaminophen 33.3 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution,857099,SCD,121465505,857099,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Solution,370759,SCDF,121465505,857099,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Liquid Product,1151548,SCDG,121465505,857099,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,121465505,857099,HYDROCODONE
SBDG,Lortab Oral Product,1180308,SBDG,121465505,857099,
SBDG,Lortab Oral Liquid Product,1180310,SBDG,121465505,857099,
BN,Hycet,542941,BN,121477210,856940,
BPCK,,,,121477210,856940,
GPCK,,,,121477210,856940,
MIN,Acetaminophen / Hydrocodone,214182,MIN,121477210,856940,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,121477210,856940,HYDROCODONE
SBD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Hycet],856942,SBD,121477210,856940,HYDROCODONE
SBDC,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML [Hycet],856941,SBDC,121477210,856940,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Solution [Hycet],542943,SBDF,121477210,856940,HYDROCODONE
SCD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution,856940,SCD,121477210,856940,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Solution,370759,SCDF,121477210,856940,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Liquid Product,1151548,SCDG,121477210,856940,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,121477210,856940,HYDROCODONE
SBDG,Hycet Oral Liquid Product,1172717,SBDG,121477210,856940,
SBDG,Hycet Oral Product,1172718,SBDG,121477210,856940,
BN,Xodol,540447,BN,64376064301,856980,
BN,Vicodin,128793,BN,64376064301,856980,
BPCK,,,,64376064301,856980,
GPCK,,,,64376064301,856980,
MIN,Acetaminophen / Hydrocodone,214182,MIN,64376064301,856980,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,64376064301,856980,HYDROCODONE
